,Area Code,Off Gas Grid (Thousands),Proportion Off Gas Grid,Number of households in fuel poverty,Proportion of households fuel poor (%),Mains gas only,Mains gas only (%),Tank or bottled gas only,Tank or bottled gas only (%),Gas only,Gas only (%),Electric only,Electric only (%),Oil only,Oil only (%),All Houses,All Houses (%),All Houses - Detached or Semi,All Houses - Detached or Semi (%),Houses - Detached,Houses - Detached (%),Houses - Semi-Detached,Houses - Semi-Detached (%),Houses - Terraced,Houses - Terraced (%),Non-House Accommodation,Non-House Accommodation (%),Tenure - Owned,Tenure - Owned (%),Tenure - Social,Tenure - Social (%),Tenure - Private Rent,Tenure - Private Rent (%),LA Name 2021,Proportion of homes needing loft insulation,Proportion of homes needing cavity wall insulation,Number of homes needing loft insulation,Number of homes needing cavity wall insulation,LA Name 2019,Income - Average score ,Employment - Average score ,Average Index of Multiple Deprivation (IMD) Decile,Max Index of Multiple Deprivation (IMD) Decile
56,E08000005,3.89,0.0406606041601338,14510.0,15.75033921302578,73569.0,81.5394846217789,433.0,0.4799113327791632,74002.0,82.01939595455805,5011.0,5.553893045164866,257.0,0.28484344693821007,78539.0,87.04986533367322,47513.0,52.66173813772541,15155.0,16.79726898906044,32358.0,35.86446914866497,31026.0,34.388127195947824,11590.0,12.845948372366248,54719.0,60.64928731351556,18815.0,20.854115404225134,14535.0,16.110261355323534,Rochdale,0.178090235865984,0.214595635011255,16800.0,20200.0,Rochdale,0.201,0.158,3.544776119402985,1.0
57,E08000006,24.68,0.199386007432542,15486.0,13.175089331291476,79857.0,69.37089544459502,436.0,0.378748392925397,80293.0,69.74964383752041,20813.0,18.080023628340108,161.0,0.13985892491052504,79992.0,69.48816845616595,50751.0,44.08683414990097,10764.0,9.350568122589388,39987.0,34.73626602731158,29241.0,25.40133430626498,34996.0,30.400639355085307,54714.0,47.529448556238926,29227.0,25.38917266062059,28651.0,24.888807811251258,Salford,0.110149037591263,0.145739053480561,13600.0,18000.0,Salford,0.191,0.147,3.533333333333333,1.0
58,E08000007,9.64,0.0733470288366431,15843.0,12.246743709658718,103947.0,82.07486833689963,362.0,0.28582933935522586,104309.0,82.36069767625484,8626.0,6.810949948282261,238.0,0.1879209468689054,106073.0,83.7541848272377,79561.0,62.82057355820858,27416.0,21.64740066957236,52145.0,41.17317288863622,26512.0,20.93361126902912,20501.0,16.187385509443498,91511.0,72.2561745941507,16849.0,13.303802665655992,16238.0,12.821363148253425,Stockport,0.204948489480421,0.289403372727386,26800.0,37900.0,Stockport,0.12,0.104,5.921052631578948,1.0
59,E08000008,4.28,0.041264944080216,14417.0,14.187586722694038,81583.0,81.97319239580403,331.0,0.3325830955347454,81914.0,82.30577549133878,5629.0,5.655922189622604,168.0,0.1688035046822877,84306.0,84.70751361453289,50353.0,50.59280991901613,11904.0,11.960693688081506,38449.0,38.632116230934635,33953.0,34.11470369551675,15114.0,15.18598155255913,60841.0,61.13014558863424,21125.0,21.225396123664936,15489.0,15.562611150743013,Tameside,0.17118333055307,0.234527835489301,17700.0,24300.0,Tameside,0.175,0.143,3.6382978723404253,1.0
60,E08000009,8.27,0.0818082896428925,11621.0,11.819448541003448,78873.0,81.93150300726106,228.0,0.23684128517560535,79101.0,82.16834429243666,7638.0,7.934183053382779,107.0,0.11114919962188496,76770.0,79.74529703227415,56794.0,58.99510745930674,14601.0,15.166876149123809,42193.0,43.82823131018292,19976.0,20.750189572967415,19468.0,20.22250153216508,67041.0,69.63924004612076,14419.0,14.9778225597025,13254.0,13.767671836208956,Trafford,0.179384644335717,0.304588508342742,18100.0,30700.0,Trafford,0.107,0.09,6.77536231884058,1.0
61,E08000010,4.49,0.0301929930737677,19922.0,13.638012828850538,120044.0,83.88701765174491,577.0,0.4032088999454934,120621.0,84.29022655169041,7411.0,5.178823496526952,297.0,0.20754426912272367,130047.0,90.8765015408482,92700.0,64.77851617366512,27450.0,19.181987798997923,65250.0,45.5965283746672,37347.0,26.097985367183078,12970.0,9.063401885355303,95633.0,66.82715488627233,24333.0,17.003598756158066,20040.0,14.003703574298592,Wigan,0.178115414004275,0.219842526660834,26400.0,32600.0,Wigan,0.148,0.131,4.885,1.0
62,E08000011,2.12,0.0304553943398937,8714.0,12.912881762814338,55121.0,83.4243942306237,565.0,0.8551147972696866,55686.0,84.2795090278934,2756.0,4.171144037655321,133.0,0.2012925097997669,59219.0,89.62662509648419,38374.0,58.078186248543275,9929.0,15.027318269187113,28445.0,43.05086797935617,20845.0,31.54843884794091,6668.0,10.091868085299593,39829.0,60.28029603620239,16687.0,25.255399331042938,8366.0,12.661752909660526,Knowsley,0.164451932189112,0.136885332210172,11100.0,9300.0,Knowsley,0.251,0.202,2.561224489795918,1.0
63,E08000012,31.18,0.133716442233468,38188.0,18.016096921204344,161443.0,77.80723019311681,986.0,0.4752013340337653,162429.0,78.28243152715058,20288.0,9.777773493790091,111.0,0.0534962962248965,159238.0,76.74453349783846,80686.0,38.88650592073873,17047.0,8.215778033746043,63639.0,30.670727886992687,78552.0,37.858027577099726,48189.0,23.224621790824663,98419.0,47.43290070412692,54758.0,26.390542240386328,49950.0,24.073333301203427,Liverpool,0.157748358411853,0.1260452847602,36500.0,29200.0,Liverpool,0.235,0.176,2.751677852348993,1.0
64,E08000013,2.34,0.0276041052259054,11520.0,13.932562527212037,68813.0,84.94278554764168,310.0,0.3826640826554419,69123.0,85.32544963029713,3002.0,3.705669600424634,185.0,0.22836404932663465,73816.0,91.11849008159386,50887.0,62.814926368024096,12833.0,15.841058621668664,38054.0,46.97386774635544,22929.0,28.303563713569762,7146.0,8.82102430534125,52674.0,65.02079964449273,15993.0,19.741763464220906,10785.0,13.313006875609485,St. Helens,0.185713718640838,0.245812162591299,15600.0,20700.0,St. Helens,0.182,0.165,3.957983193277311,1.0
65,E08000014,7.45,0.057792258164611,17456.0,13.892669261195872,102891.0,83.60024375380866,569.0,0.46231972374568353,103460.0,84.06256347755433,6686.0,5.432459882185659,292.0,0.23725370708917326,99239.0,80.63425771696473,76654.0,62.28336028210899,19926.0,16.190391068715314,56728.0,46.09296921339367,22585.0,18.350897434855735,23774.0,19.31699072907949,82836.0,67.3063953913531,17735.0,14.410146823429997,20029.0,16.27408123633941,Sefton,0.183064477640433,0.283837636615282,23400.0,36200.0,Sefton,0.162,0.148,4.761904761904762,1.0
66,E08000015,6.65,0.0443717888836992,22426.0,15.335694845248026,120711.0,84.26420389101798,484.0,0.33786377946709667,121195.0,84.60206767048508,6813.0,4.755921341961425,238.0,0.16613962709332442,118078.0,82.42734780210958,84484.0,58.97620260940587,24892.0,17.37649300877481,59592.0,41.599709600631066,33594.0,23.451145192703716,25072.0,17.502146581873774,94001.0,65.61978624931065,22065.0,15.403033835714933,24397.0,17.03094568275265,Wirral,0.182825773862949,0.127867415308188,27400.0,19100.0,Wirral,0.174,0.157,4.635922330097087,1.0
67,E06000010,7.18,0.0583550065019506,23567.0,19.870492314696932,92448.0,80.06166050350303,559.0,0.484104233963506,93007.0,80.54576473746656,8169.0,7.074503555005153,40.0,0.034640732305080926,97561.0,84.48888042122765,43608.0,37.76499930719135,9676.0,8.379520576416793,33932.0,29.38547873077456,53953.0,46.7238811140363,17749.0,15.370825827906332,56326.0,48.77765750162373,31167.0,26.990257631521974,25419.0,22.012556830482787,Kingston upon Hull,0.153618428660638,0.120903392927354,18800.0,14800.0,"Kingston upon Hull, City of",0.227,0.166,2.9518072289156625,1.0
68,E06000011,20.44,0.128513046211883,22429.0,14.36568478629851,113989.0,74.9582429144473,2449.0,1.610442559347669,116438.0,76.56868547379496,7401.0,4.866837640560268,8770.0,5.767080949562701,137988.0,90.74217773861349,109045.0,71.70899477858298,53673.0,35.295858377283544,55372.0,36.41313640129943,28943.0,19.033182960030512,13536.0,8.901398077150711,111832.0,73.5417516078545,14280.0,9.390659318979917,22171.0,14.57985348467113,East Riding of Yorkshire,0.19094898627852,0.147312297702496,30900.0,23800.0,East Riding of Yorkshire,0.096,0.085,6.757142857142857,1.0
69,E06000012,2.8,0.0378634212305612,13201.0,18.392454092011036,58454.0,83.71380288144817,283.0,0.4052931572766591,58737.0,84.11909603872483,2983.0,4.272047661329591,450.0,0.6444590840088219,61827.0,88.54691796516957,39783.0,56.976111365719525,15597.0,22.337591659028412,24186.0,34.638519706691106,22044.0,31.570806599450048,7919.0,11.341372593950503,44941.0,64.36233440744718,9191.0,13.162907268170427,14185.0,20.315073397780164,North East Lincolnshire,0.19779279664642,0.152964325434169,14900.0,11500.0,North East Lincolnshire,0.19,0.145,4.2924528301886795,1.0
70,E06000013,7.56,0.0989140389899254,11781.0,15.67706392718369,57720.0,78.8793987017424,864.0,1.1807311240177656,58584.0,80.06012982576016,2566.0,3.506662111376836,3327.0,4.546634779637855,66202.0,90.4732619955448,56383.0,77.05437798094927,25763.0,35.20834187473522,30620.0,41.846036106214044,9819.0,13.418884014595548,6412.0,8.762795020021045,49601.0,67.78500560308306,10953.0,14.968431410063685,10929.0,14.935632875064913,North Lincolnshire,0.166078258311268,0.15819778926575,12800.0,12200.0,North Lincolnshire,0.133,0.109,5.326732673267327,1.0
71,E06000014,11.12,0.121106512742322,11845.0,13.4901201526109,66964.0,78.35712614088463,473.0,0.5534753100865902,67437.0,78.91060145097121,7794.0,9.120056166627661,950.0,1.1116311724783525,70171.0,82.10783740141817,49806.0,58.278533149235926,19192.0,22.456764409913177,30614.0,35.82176873932274,20365.0,23.829304252182258,15002.0,17.55400060845756,56353.0,65.9415626206719,11924.0,13.952889689792766,15209.0,17.796838249921016,York,0.170103365088309,0.136804662874853,15400.0,12400.0,York,0.072,0.058,7.641666666666667,1.0
72,E07000163,5.83,0.208736126029359,,,17390.0,66.71014270369801,534.0,2.0484885683596747,17924.0,68.75863127205768,1574.0,6.03805431947215,2238.0,8.585238606720884,23223.0,89.08281867352026,14287.0,54.80455713682918,6724.0,25.79308757528099,7563.0,29.011469561548196,8936.0,34.27826153669109,2607.0,10.000383597376194,18847.0,72.29659749127316,2494.0,9.566918562277033,3963.0,15.201964018566114,Craven,0.19619292304099,0.14457549924092,5700.0,4200.0,Craven,0.067,0.064,7.0625,2.0
73,E07000164,15.89,0.367144177449168,,,22039.0,54.01318530500209,1045.0,2.561086194642551,23084.0,56.57427149964464,2689.0,6.590201700855329,8028.0,19.675023895301816,37721.0,92.44889956374688,29904.0,73.29052497426596,17377.0,42.588598598107936,12527.0,30.701926376158035,7817.0,19.158374589480907,2919.0,7.154061075437479,28502.0,69.85441890103426,5468.0,13.401303857654037,5245.0,12.854762021469535,Hambleton,0.156382049938886,0.151283394447355,6700.0,6500.0,Hambleton,0.067,0.058,7.461538461538462,3.0
74,E07000165,12.52,0.168506056527591,,,49989.0,70.23985162078995,1687.0,2.3704140847841053,51676.0,72.61026570557405,4115.0,5.782011830993832,5650.0,7.938849780100887,58616.0,82.36170242661834,44856.0,63.02744172322219,22880.0,32.148828844019164,21976.0,30.878612879203022,13760.0,19.33426070339614,11867.0,16.6743947505234,50554.0,71.03373659880003,7022.0,9.86665542581742,11484.0,16.136239092863466,Harrogate,0.188799064572707,0.14948692619398,14000.0,11100.0,Harrogate,0.062,0.056,7.836538461538462,1.0
75,E07000166,10.52,0.444444444444444,,,10382.0,49.567915970398666,463.0,2.210551444258773,10845.0,51.778467414657435,1286.0,6.139890188589162,4742.0,22.64024826927668,19238.0,91.85446906035142,15012.0,71.6768525592055,7497.0,35.79545454545455,7515.0,35.88139801375095,4226.0,20.177616501145913,1624.0,7.754010695187167,13610.0,64.97970876104083,2441.0,11.654332776318931,3142.0,15.001193602291716,Richmondshire,0.17267490777296,0.142644489029836,4200.0,3500.0,Richmondshire,0.059,0.05,7.352941176470588,3.0
76,E07000167,11.36,0.427389014296464,,,11596.0,46.92077365056244,1001.0,4.050335842032856,12597.0,50.97110949259529,1514.0,6.126082382455288,5249.0,21.23897386096949,22796.0,92.23921663834264,18259.0,73.88120093873918,10135.0,41.0091446143886,8124.0,32.87205632435057,4537.0,18.358015699603463,1811.0,7.327830379541959,16696.0,67.55685036821235,3171.0,12.83078417091527,3958.0,16.015214048717326,Ryedale,0.211036369855205,0.130315813476228,5700.0,3500.0,Ryedale,0.082,0.064,6.166666666666667,4.0
77,E07000168,8.16,0.140811044003451,,,36651.0,71.69039981222126,555.0,1.0855958062749393,37206.0,72.7759956184962,4185.0,8.185979187856974,2306.0,4.5106016743603785,39880.0,78.00794163096845,29196.0,57.10932457015433,11922.0,23.32022768616865,17274.0,33.78909688398568,10684.0,20.898617060814114,11192.0,21.892298965240695,32956.0,64.46287457945388,7070.0,13.829121352006885,9748.0,19.06736562084344,Scarborough,0.206695448004241,0.132823348228938,12400.0,7900.0,Scarborough,0.145,0.129,4.47887323943662,1.0
78,E07000169,9.39,0.22958435207824,,,26677.0,67.43086800465092,1203.0,3.040796724129215,27880.0,70.47166472878015,2138.0,5.404175724179768,4382.0,11.076285324301097,36699.0,92.76794742163801,29858.0,75.47522750252782,16243.0,41.05915065722952,13615.0,34.416076845298285,6841.0,17.292719919110212,2739.0,6.92366026289181,29360.0,74.21638018200201,4851.0,12.262386248736098,4571.0,11.554600606673407,Selby,0.159493574633108,0.124439206144019,6400.0,5000.0,Selby,0.079,0.07,7.3,1.0
79,E08000016,4.67,0.0412180052956752,19140.0,17.263928851687158,88744.0,82.12930571751161,609.0,0.5636070853462157,89353.0,82.69291280285783,3637.0,3.3659096377737057,771.0,0.7135321228274751,99678.0,92.2474665679515,74500.0,68.94636990421544,25317.0,23.429734857248626,49183.0,45.516635046966826,25178.0,23.30109666373606,8304.0,7.684975244088658,67875.0,62.816395657686506,21294.0,19.706995641028012,16296.0,15.081487788400135,Barnsley,0.168467192065882,0.134744236842882,18900.0,15100.0,Barnsley,0.169,0.149,3.82312925170068,1.0
80,E08000017,5.63,0.0402229049081946,24091.0,17.572998956897244,109842.0,82.29036342250957,1328.0,0.9948981502985444,111170.0,83.28526157280811,5046.0,3.7803133030169085,1190.0,0.8915126497404126,121130.0,90.74767755468984,92923.0,69.61567275996404,32223.0,24.140695235241235,60700.0,45.4749775247228,28207.0,21.132004794725802,11501.0,8.616272100689242,84446.0,63.26490860053941,22694.0,17.001798022175606,22953.0,17.195834581959843,Doncaster,0.178100940975192,0.123820929569433,24800.0,17200.0,Doncaster,0.166,0.137,3.9536082474226806,1.0
81,E08000018,3.17,0.0266520934925172,18831.0,16.088134029338143,94367.0,82.83256528417819,557.0,0.488918147904323,94924.0,83.32148343208252,3738.0,3.28110599078341,519.0,0.4555628703094141,102154.0,89.66776387974545,81465.0,71.50757077024357,25415.0,22.308536317752907,56050.0,49.19903445249068,20689.0,18.160193109501865,11729.0,10.29536976080755,72963.0,64.04420413250706,23545.0,20.66692414374243,14651.0,12.860102171585064,Rotherham,0.178555702333774,0.139283355350066,20900.0,16300.0,Rotherham,0.168,0.144,4.149700598802395,1.0
82,E08000019,29.81,0.117090223496602,39059.0,16.38092282399913,183700.0,79.19810303944816,827.0,0.35654235826686786,184527.0,79.55464539771503,16969.0,7.315800819142057,355.0,0.15305022634188403,183273.0,79.01401164043975,122988.0,53.02349644319897,34839.0,15.020047424013796,88149.0,38.00344901918517,60285.0,25.990515197240782,48592.0,20.949342530717825,135952.0,58.612632032765674,52334.0,22.562621254580726,38976.0,16.803621470144428,Sheffield,0.179896978627473,0.131364844271483,45300.0,33100.0,Sheffield,0.156,0.116,4.83768115942029,1.0
83,E08000032,15.9,0.0723944816281929,41289.0,19.162563176727758,164616.0,78.43862274022472,1050.0,0.5003192513318022,165666.0,78.93894199155652,15172.0,7.229374934482003,702.0,0.33449915660469065,177014.0,84.34579995902166,107846.0,51.3877836915761,30851.0,14.700262547232295,76995.0,36.6875211443438,69168.0,32.95801626744557,32267.0,15.374975579771952,130616.0,62.23751232923709,30731.0,14.643083476678086,42709.0,20.350507702497296,Bradford,0.242979670260741,0.233022785946795,52800.0,50700.0,Bradford,0.189,0.137,3.629032258064516,1.0
84,E08000033,6.66,0.0694690727026181,15926.0,17.14593314313398,70481.0,77.89763370505864,550.0,0.6078758606969573,71031.0,78.50550956575559,5840.0,6.454536411764056,843.0,0.9317079101227909,76928.0,85.0239837308517,39572.0,43.73659895223148,13730.0,15.174959658701562,25842.0,28.561639293529918,37356.0,41.287384778620215,13361.0,14.767125710117377,58805.0,64.99513683186701,13170.0,14.556346434413548,16210.0,17.91635350811265,Calderdale,0.203158513528543,0.202078136667673,19500.0,19400.0,Calderdale,0.149,0.118,4.4765625,1.0
85,E08000034,10.79,0.0568612984822934,31698.0,17.337037968867936,143867.0,80.82960649032519,816.0,0.45845787356450995,144683.0,81.2880643638897,9322.0,5.237431736971032,715.0,0.4017124749983145,155391.0,87.30370977981785,99405.0,55.84895695801426,38467.0,21.61200973093843,60938.0,34.23694722707583,55986.0,31.454752821803595,22397.0,12.583361893150698,117284.0,65.89395973908499,26288.0,14.769452044789286,29858.0,16.77519397266123,Kirklees,0.147136894753463,0.167330983330915,28000.0,31800.0,Kirklees,0.143,0.113,4.714285714285714,1.0
86,E08000035,44.61,0.122943365026871,55274.0,15.759341730864634,261846.0,76.68244169292583,1439.0,0.42141576955966586,263285.0,77.10385746248551,36550.0,10.70378483488936,660.0,0.19328311876954796,266001.0,77.89970304510551,180738.0,52.93001352989756,52788.0,15.459225808718877,127950.0,37.47078772117868,85263.0,24.969689515207957,75034.0,21.97407648199235,196531.0,57.555071368745345,69742.0,20.424288216103506,68197.0,19.971827356164304,Leeds,0.196347967989453,0.148890844999658,69500.0,52700.0,Leeds,0.143,0.107,4.796680497925311,1.0
87,E08000036,6.94,0.0432749267319324,23679.0,15.072565245066835,125136.0,81.74816266536011,683.0,0.4461865098807774,125819.0,82.1943491752409,7930.0,5.180467091295117,547.0,0.3573411726277968,136161.0,88.95051445369917,102443.0,66.92340356034624,34197.0,22.34002939735424,68246.0,44.583374162991994,33718.0,22.02711089335293,16661.0,10.884207088028743,97026.0,63.38461538461539,33188.0,21.680875387881756,19969.0,13.045239261799772,Wakefield,0.129574344729715,0.144181096025545,20600.0,22900.0,Wakefield,0.147,0.132,4.3349282296650715,1.0
88,E06000015,5.56,0.0497539149888143,16886.0,15.693162702948857,85904.0,81.308446598266,429.0,0.4060500511111952,86333.0,81.7144966493772,7480.0,7.079847045015712,36.0,0.03407413016317722,89783.0,84.97993412334836,66701.0,63.132737667057896,25428.0,24.067693938590846,41273.0,39.06504372846704,23082.0,21.84719645629046,15574.0,14.740847310036726,63159.0,59.779656043841634,19851.0,18.78886543685461,20395.0,19.303758530283098,Derby,0.171457972411457,0.125542196923317,19100.0,14000.0,Derby,0.158,0.115,4.9072847682119205,1.0
89,E06000016,20.65,0.146060263120668,24543.0,18.906426937209677,94228.0,73.97103269615732,668.0,0.5243945519488166,94896.0,74.49542724810614,14002.0,10.99187502453193,49.0,0.038466067433371276,98013.0,76.94052815021823,60832.0,47.75332056394637,14467.0,11.356642697899332,46365.0,36.39667786604704,37181.0,29.187207586271864,29306.0,23.00530662228781,60092.0,47.172418124156124,29495.0,23.153672245423433,34549.0,27.121078908531416,Leicester,0.166571654315061,0.096962605138668,23000.0,13400.0,Leicester,0.196,0.119,3.5833333333333335,1.0
90,E06000017,3.43,0.193785310734463,2193.0,12.89620699794178,11676.0,69.94548613191158,231.0,1.3838135745522073,11907.0,71.32929970646379,978.0,5.858743185766489,1520.0,9.105613131252621,15289.0,91.58380256379537,12463.0,74.65556487360729,7753.0,46.44183538996047,4710.0,28.213729483646823,2826.0,16.92823769018809,1270.0,7.607523661195639,12074.0,72.3383859565035,1819.0,10.898088790366065,2082.0,12.473788269127075,Rutland,0.172186006084311,0.11238591916558,3100.0,2000.0,Rutland,0.056,0.049,8.478260869565217,5.0
91,E06000018,23.77,0.166795312609641,22999.0,18.08495580788224,90870.0,72.8446029900998,887.0,0.7110505431079401,91757.0,73.55565353320775,13762.0,11.032105495210228,65.0,0.052106296845564955,95130.0,76.25956952182452,60983.0,48.88612770050904,19464.0,15.603030181570404,41519.0,33.28309751893864,34147.0,27.373441821315485,29461.0,23.616978636418292,56926.0,45.633893142009704,31796.0,25.488797146178204,33039.0,26.485229868932624,Nottingham,0.150934004034688,0.0894355803575327,21200.0,12600.0,Nottingham,0.199,0.136,2.9615384615384617,1.0
92,E06000061,10.43,0.0677184781197247,18507.0,12.21261713079055,118334.0,79.46252299923448,1167.0,0.7836527484924589,119501.0,80.24617574772694,8533.0,5.729999059885306,3673.0,2.466458050739333,131619.0,88.38353993472919,96990.0,65.12980297882056,44461.0,29.856028149719982,52529.0,35.27377482910058,34629.0,23.25373695590862,16631.0,11.167891054137176,98622.0,66.2252633982232,22671.0,15.223712219394436,24645.0,16.549265036697804,North Northamptonshire,0.156748598533851,0.10415931631973,23900.0,15900.0,,,,,
93,E06000062,23.77,0.13355433194741,20369.0,11.587516497519683,125855.0,72.9002548656163,1798.0,1.0414735866543094,127653.0,73.94172845227061,14088.0,8.160333642261353,8591.0,4.976251158480075,149136.0,86.3865429395614,109277.0,63.298346829782545,54696.0,31.682480102874223,54581.0,31.615866726908326,39859.0,23.088196109778846,22790.0,13.201033376197593,114602.0,66.38245124218746,24811.0,14.371607805883954,29463.0,17.066248066775177,West Northamptonshire,0.173014182886835,0.112347203884322,30300.0,19700.0,,,,,
94,E07000032,3.08,0.0524166099387338,8107.0,14.157731130592714,45552.0,80.94104268097658,367.0,0.652119833682789,45919.0,81.59316251465937,2524.0,4.484878638188991,861.0,1.5299051138988593,52413.0,93.13396236473159,41256.0,73.30881177035023,20624.0,36.64729818575972,20632.0,36.6615135845905,11157.0,19.825150594381363,3769.0,6.69722977415285,40822.0,72.53762638378024,7169.0,12.738774277235814,7174.0,12.747658901505055,Amber Valley,0.167195529471231,0.12689899188453,9800.0,7400.0,Amber Valley,0.109,0.095,6.012820512820513,1.0
95,E07000033,1.21,0.0326057666397198,5680.0,15.830987485715879,29303.0,83.10078838409619,221.0,0.6267369973342408,29524.0,83.72752538143044,1047.0,2.969201973796155,345.0,0.9783903352050366,33198.0,94.14133393829401,26107.0,74.03300816696915,10298.0,29.20258620689655,15809.0,44.8304219600726,7091.0,20.108325771324864,2021.0,5.731057168784029,23381.0,66.3065055867506,5762.0,16.340536554931653,5373.0,15.237366003062789,Bolsover,0.148479427549195,0.105417837975978,5400.0,3900.0,Bolsover,0.147,0.132,4.333333333333333,1.0
96,E07000034,1.31,0.0262104841936775,7199.0,14.712253739883922,40557.0,84.39353267994257,157.0,0.3266953825665356,40714.0,84.72022806250911,2056.0,4.2782529080050775,94.0,0.19560105707805314,42032.0,87.4609846435557,33468.0,69.64085063881143,11874.0,24.707644929044072,21594.0,44.933205709767364,8564.0,17.82013400474427,5931.0,12.34133755045986,30231.0,62.906548473687494,9967.0,20.739954637201656,6882.0,14.320494412884699,Chesterfield,0.162064356274248,0.146578424021126,8100.0,7300.0,Chesterfield,0.153,0.136,4.6521739130434785,1.0
97,E07000035,7.34,0.211527377521614,5218.0,15.860182370820668,21168.0,65.57011430164484,661.0,2.0475172691509465,21829.0,67.61763157079578,1420.0,4.3985998822909895,3312.0,10.259269584611095,29250.0,90.60496236409256,23561.0,72.98268438497043,13376.0,41.43357184896075,10185.0,31.549112536009666,5689.0,17.62227797912214,2987.0,9.252547780565623,23548.0,72.9424155128086,4075.0,12.622742619954774,3731.0,11.557166310442028,Derbyshire Dales,0.169780399868895,0.122863698084937,6000.0,4400.0,Derbyshire Dales,0.068,0.061,7.558139534883721,1.0
98,E07000036,2.04,0.0388571428571429,6869.0,13.395608253051991,42070.0,83.58001390682428,139.0,0.2761497963643588,42209.0,83.85616370318864,2425.0,4.817721267507698,165.0,0.3278037151087712,46072.0,91.53438102239087,36985.0,73.48061907694753,14528.0,28.863767309717282,22457.0,44.616851767230244,9087.0,18.05376194544335,4186.0,8.316611368287209,35437.0,70.40230455945168,6398.0,12.710837389490415,7518.0,14.935929273865103,Erewash,0.18699780861943,0.120907041001048,9800.0,6400.0,Erewash,0.12,0.101,5.972602739726027,1.0
99,E07000037,2.59,0.0607695917409667,5719.0,13.777403035413153,32305.0,79.22941089910238,315.0,0.7725511355275421,32620.0,80.00196203462991,1965.0,4.819247559719429,732.0,1.7952616863687643,35716.0,87.5993328755028,22234.0,54.532522319238694,9765.0,23.95025998234082,12469.0,30.58226233689787,13482.0,33.0668105562641,4920.0,12.067104875895222,29213.0,71.64966153242422,4957.0,12.157853428823701,5633.0,13.815854017462964,High Peak,0.175952268057531,0.135451240714399,7600.0,5800.0,High Peak,0.097,0.087,6.559322033898305,1.0
100,E07000038,1.6,0.0340788072417465,6141.0,13.119832503685346,38274.0,83.22967859783412,446.0,0.9698603922933067,38720.0,84.19953899012744,1059.0,2.30287478797895,735.0,1.5983125299004044,42716.0,92.88712027312066,36820.0,80.06610563855003,16871.0,36.68645486768,19949.0,43.37965077087003,5896.0,12.821014634570641,3078.0,6.693195903190031,32696.0,71.09989996955595,8597.0,18.694820162658203,3841.0,8.352542078023745,North East Derbyshire,0.192139898082634,0.154562451882538,8900.0,7200.0,North East Derbyshire,0.112,0.103,6.238095238095238,1.0
101,E07000039,3.09,0.065814696485623,5303.0,11.51549369177651,35944.0,79.4447882592167,635.0,1.403501016709398,36579.0,80.84828927592609,1865.0,4.122093537264609,1541.0,3.405976483069578,42185.0,93.24712643678161,34442.0,76.13174182139699,18672.0,41.273209549071616,15770.0,34.85853227232538,7743.0,17.115384615384617,2686.0,5.937223695844385,34077.0,75.32493368700266,4466.0,9.871794871794872,5836.0,12.900088417329798,South Derbyshire,0.129496179412313,0.0893334161645027,6000.0,4200.0,South Derbyshire,0.083,0.071,6.862068965517241,2.0
102,E07000129,1.34,0.0306987399770905,3998.0,9.224947506864487,36354.0,85.38813857897829,210.0,0.4932472108044627,36564.0,85.88138578978274,1561.0,3.6664709336465062,262.0,0.6153846153846154,39886.0,93.68408690546094,35596.0,83.60775102759835,16122.0,37.86729301233118,19474.0,45.74045801526718,4290.0,10.076335877862595,2566.0,6.027011156782149,33621.0,78.96887844979447,3497.0,8.213740458015268,4761.0,11.182618907809747,Blaby,0.191174183514774,0.1399300155521,8400.0,6200.0,Blaby,0.069,0.059,7.716666666666667,4.0
103,E07000130,3.18,0.0412987012987013,8489.0,11.293820262090067,61478.0,83.3204580876872,436.0,0.5909060107067832,61914.0,83.91136409839397,3623.0,4.910212102730907,431.0,0.5841295656298705,65507.0,88.78091753066342,52292.0,70.87077319238327,23765.0,32.20844345056583,28527.0,38.662329741817445,13215.0,17.910144338280137,7880.0,10.679677441214338,52273.0,70.84502270109101,8632.0,11.698854780782002,11541.0,15.641390526529783,Charnwood,0.169821546861513,0.120139711343517,13000.0,9200.0,Charnwood,0.084,0.066,7.202020202020202,1.0
104,E07000131,5.06,0.121722395958624,4269.0,10.372476127997668,30210.0,74.75317348377996,543.0,1.343627050701507,30753.0,76.09680053448147,2308.0,5.711033578304011,2586.0,6.398931037042536,37348.0,92.41580679484325,31533.0,78.02687254101403,19739.0,48.84319402172569,11794.0,29.183678519288346,5815.0,14.388934253829214,2817.0,6.970529285131022,31437.0,77.78740040579997,3531.0,8.73707131192161,4687.0,11.597466224575642,Harborough,0.15052384006842,0.109828237474164,6100.0,4500.0,Harborough,0.056,0.047,8.553191489361701,3.0
